module,type,method,num_args,new_name
winrt.windows.security.authentication.web.core,WebAuthenticationCoreManager,find_all_accounts_async,2,find_all_accounts_with_client_id_async
winrt.windows.security.authentication.web.core,WebAuthenticationCoreManager,find_system_account_provider_async,2,find_system_account_provider_with_authority_async
winrt.windows.security.authentication.web.core,WebAuthenticationCoreManager,find_system_account_provider_async,3,find_system_account_provider_with_authority_for_user_async
winrt.windows.security.authentication.web.core,WebAuthenticationCoreManager,get_token_silently_async,2,get_token_silently_with_web_account_async
winrt.windows.security.authentication.web.core,WebAuthenticationCoreManager,request_token_async,2,request_token_with_web_account_async
winrt.windows.security.authentication.web.provider,IWebAccountProviderSilentReportOperation,report_user_interaction_required,1,report_user_interaction_required_with_error
winrt.windows.security.authentication.web.provider,WebAccountManager,add_web_account_async,4,add_web_account_with_scope_async
winrt.windows.security.authentication.web.provider,WebAccountManager,add_web_account_async,5,add_web_account_with_scope_and_map_async
winrt.windows.security.authentication.web.provider,WebAccountManager,add_web_account_for_user_async,5,add_web_account_with_scope_for_user_async
winrt.windows.security.authentication.web.provider,WebAccountManager,add_web_account_for_user_async,6,add_web_account_with_scope_and_map_for_user_async
winrt.windows.security.authentication.web.provider,WebAccountProviderGetTokenSilentOperation,report_user_interaction_required,1,report_user_interaction_required_with_error
winrt.windows.security.credentials,KeyCredential,retrieve_public_key,0,retrieve_public_key_with_default_blob_type
winrt.windows.security.credentials,KeyCredential,retrieve_public_key,1,retrieve_public_key_with_blob_type
winrt.windows.security.credentials,WebAccount,sign_out_async,1,sign_out_with_client_id_async
winrt.windows.security.credentials.ui,CredentialPicker,pick_async,1,pick_with_options_async
winrt.windows.security.credentials.ui,CredentialPicker,pick_async,2,pick_with_message_async
winrt.windows.security.credentials.ui,CredentialPicker,pick_async,3,pick_with_caption_async
winrt.windows.security.cryptography.certificates,Certificate,build_chain_async,2,build_chain_with_parameters_async
winrt.windows.security.cryptography.certificates,Certificate,get_hash_value,1,get_hash_value_with_algorithm
winrt.windows.security.cryptography.certificates,CertificateChain,validate,1,validate_with_parameters
winrt.windows.security.cryptography.certificates,CertificateEnrollmentManager,import_pfx_data_async,3,import_pfx_data_to_ksp_with_parameters_async
winrt.windows.security.cryptography.certificates,CertificateEnrollmentManager,import_pfx_data_async,7,import_pfx_data_to_ksp_async
winrt.windows.security.cryptography.certificates,CertificateStores,find_all_async,1,find_all_with_query_async
winrt.windows.security.cryptography.certificates,KeyAttestationHelper,decrypt_tpm_attestation_credential_async,2,decrypt_tpm_attestation_credential_with_container_name_async
winrt.windows.security.cryptography.certificates,UserCertificateEnrollmentManager,import_pfx_data_async,3,import_pfx_data_to_ksp_with_parameters_async
winrt.windows.security.cryptography.certificates,UserCertificateEnrollmentManager,import_pfx_data_async,7,import_pfx_data_to_ksp_async
winrt.windows.security.cryptography.core,AsymmetricKeyAlgorithmProvider,import_key_pair,1,import_default_private_key_blob
winrt.windows.security.cryptography.core,AsymmetricKeyAlgorithmProvider,import_key_pair,2,import_key_pair_with_blob_type
winrt.windows.security.cryptography.core,AsymmetricKeyAlgorithmProvider,import_public_key,1,import_default_public_key_blob
winrt.windows.security.cryptography.core,AsymmetricKeyAlgorithmProvider,import_public_key,2,import_public_key_with_blob_type
winrt.windows.security.cryptography.core,CryptographicKey,export_public_key,0,export_default_public_key_blob_type
winrt.windows.security.cryptography.core,CryptographicKey,export_public_key,1,export_public_key_with_blob_type
winrt.windows.security.cryptography.core,CryptographicKey,export,0,export_default_private_key_blob_type
winrt.windows.security.cryptography.core,CryptographicKey,export,1,export_private_key_with_blob_type
winrt.windows.security.enterprisedata,FileProtectionManager,load_file_from_container_async,2,load_file_from_container_with_target_async
winrt.windows.security.enterprisedata,FileProtectionManager,load_file_from_container_async,3,load_file_from_container_with_target_and_name_collision_option_async
winrt.windows.security.enterprisedata,FileProtectionManager,save_file_as_container_async,2,save_file_as_container_with_sharing_async
winrt.windows.security.enterprisedata,FileProtectionManager,unprotect_async,2,unprotect_with_options_async
winrt.windows.security.enterprisedata,ProtectionPolicyManager,clear_process_u_i_policy,0,clear_process_ui_policy
winrt.windows.security.enterprisedata,ProtectionPolicyManager,request_access_async,3,request_access_with_auditing_info_async
winrt.windows.security.enterprisedata,ProtectionPolicyManager,request_access_async,4,request_access_with_message_async
winrt.windows.security.enterprisedata,ProtectionPolicyManager,request_access_async,5,request_access_with_behavior_async
winrt.windows.security.enterprisedata,ProtectionPolicyManager,request_access_for_app_async,3,request_access_for_app_with_auditing_info_async
winrt.windows.security.enterprisedata,ProtectionPolicyManager,request_access_for_app_async,4,request_access_for_app_with_message_async
winrt.windows.security.enterprisedata,ProtectionPolicyManager,request_access_for_app_async,5,request_access_for_app_with_behavior_async
winrt.windows.security.enterprisedata,ProtectionPolicyManager,request_access_to_files_for_app_async,5,request_access_to_files_for_app_with_message_and_behavior_async
winrt.windows.security.enterprisedata,ProtectionPolicyManager,request_access_to_files_for_process_async,5,request_access_to_files_for_process_with_message_and_behavior_async
winrt.windows.security.enterprisedata,ProtectionPolicyManager,try_apply_process_u_i_policy,1,try_apply_process_ui_policy
winrt.windows.security.isolation,IsolatedWindowsEnvironment,create_async,2,create_with_telemetry_async
winrt.windows.security.isolation,IsolatedWindowsEnvironment,launch_file_with_u_i_async,3,launch_file_with_ui_async
winrt.windows.security.isolation,IsolatedWindowsEnvironment,launch_file_with_u_i_async,4,launch_file_with_ui_and_telemetry_async
winrt.windows.security.isolation,IsolatedWindowsEnvironment,post_message_to_receiver_async,3,post_message_to_receiver_with_telemetry_async
winrt.windows.security.isolation,IsolatedWindowsEnvironment,share_file_async,3,share_file_with_telemetry_async
winrt.windows.security.isolation,IsolatedWindowsEnvironment,share_folder_async,3,share_folder_with_telemetry_async
winrt.windows.security.isolation,IsolatedWindowsEnvironment,start_process_silently_async,4,start_process_silently_with_telemetry_async
winrt.windows.security.isolation,IsolatedWindowsEnvironment,terminate_async,1,terminate_with_telemetry_async
winrt.windows.services.cortana,CortanaActionableInsights,show_insights_async,2,show_insights_with_options_async
winrt.windows.services.cortana,CortanaActionableInsights,show_insights_for_image_async,2,show_insights_for_image_with_options_async
winrt.windows.services.cortana,CortanaActionableInsights,show_insights_for_text_async,2,show_insights_for_text_with_options_async
winrt.windows.services.maps,MapLocationFinder,find_locations_async,3,find_locations_with_max_count_async
winrt.windows.services.maps,MapLocationFinder,find_locations_at_async,2,find_locations_at_with_accuracy_async
winrt.windows.services.maps,MapManager,show_downloaded_maps_u_i,0,show_downloaded_maps_ui
winrt.windows.services.maps,MapManager,show_maps_update_u_i,0,show_maps_update_ui
winrt.windows.services.maps,MapRouteFinder,get_driving_route_async,3,get_driving_route_with_optimization_async
winrt.windows.services.maps,MapRouteFinder,get_driving_route_async,3,get_driving_route_with_options_async
winrt.windows.services.maps,MapRouteFinder,get_driving_route_async,4,get_driving_route_with_optimization_and_restrictions_async
winrt.windows.services.maps,MapRouteFinder,get_driving_route_async,5,get_driving_route_with_optimization_restrictions_and_heading_async
winrt.windows.services.maps,MapRouteFinder,get_driving_route_from_enhanced_waypoints_async,2,get_driving_route_from_enhanced_waypoints_with_options_async
winrt.windows.services.maps,MapRouteFinder,get_driving_route_from_waypoints_async,2,get_driving_route_from_waypoints_and_optimization_async
winrt.windows.services.maps,MapRouteFinder,get_driving_route_from_waypoints_async,3,get_driving_route_from_waypoints_optimization_and_restrictions_async
winrt.windows.services.maps,MapRouteFinder,get_driving_route_from_waypoints_async,4,get_driving_route_from_waypoints_optimization_restrictions_and_heading_async
winrt.windows.services.maps,PlaceInfo,create_from_address,2,create_from_address_with_name
winrt.windows.services.maps,PlaceInfo,create_from_identifier,3,create_from_identifier_with_options
winrt.windows.services.maps,PlaceInfo,create,2,create_with_geopoint_and_options
winrt.windows.services.maps,PlaceInfo,show,2,show_with_preferred_placement
winrt.windows.services.maps.guidance,GuidanceNavigator,update_user_location,2,update_user_location_with_position_override
winrt.windows.services.store,StoreAvailability,request_purchase_async,1,request_purchase_with_purchase_properties_async
winrt.windows.services.store,StoreContext,get_store_products_async,3,get_store_products_with_options_async
winrt.windows.services.store,StoreContext,request_download_and_install_store_packages_async,2,request_download_and_install_store_packages_with_install_options_async
winrt.windows.services.store,StoreContext,request_purchase_async,2,request_purchase_with_purchase_properties_async
winrt.windows.services.store,StoreProduct,request_purchase_async,1,request_purchase_with_purchase_properties_async
winrt.windows.services.store,StoreSku,request_purchase_async,1,request_purchase_with_purchase_properties_async
winrt.windows.storage,ApplicationData,clear_async,0,clear_all_async
winrt.windows.storage,DownloadsFolder,create_file_async,2,create_file_with_collision_option_async
winrt.windows.storage,DownloadsFolder,create_file_for_user_async,3,create_file_for_user_with_collision_option_async
winrt.windows.storage,DownloadsFolder,create_folder_async,2,create_folder_with_collision_option_async
winrt.windows.storage,DownloadsFolder,create_folder_for_user_async,3,create_folder_for_user_with_collision_option_async
winrt.windows.storage,FileIO,append_lines_async,3,append_lines_with_encoding_async
winrt.windows.storage,FileIO,append_text_async,3,append_text_with_encoding_async
winrt.windows.storage,FileIO,read_lines_async,2,read_lines_with_encoding_async
winrt.windows.storage,FileIO,read_text_async,2,read_text_with_encoding_async
winrt.windows.storage,FileIO,write_lines_async,3,write_lines_with_encoding_async
winrt.windows.storage,FileIO,write_text_async,3,write_text_with_encoding_async
winrt.windows.storage,IStorageFile,copy_async,1,copy_overload_default_name_and_options
winrt.windows.storage,IStorageFile,copy_async,2,copy_overload_default_options
winrt.windows.storage,IStorageFile,copy_async,3,copy_overload
winrt.windows.storage,IStorageFile,delete_async,0,delete_async_overload_default_options
winrt.windows.storage,IStorageFile,move_async,1,move_overload_default_name_and_options
winrt.windows.storage,IStorageFile,move_async,2,move_overload_default_options
winrt.windows.storage,IStorageFile,move_async,3,move_overload
winrt.windows.storage,IStorageFile,rename_async,1,rename_async_overload_default_options
winrt.windows.storage,IStorageFile2,open_async,2,open_with_options_async
winrt.windows.storage,IStorageFile2,open_transacted_write_async,1,open_transacted_write_with_options_async
winrt.windows.storage,IStorageFolder,create_file_async,1,create_file_async_overload_default_options
winrt.windows.storage,IStorageFolder,create_folder_async,1,create_folder_async_overload_default_options
winrt.windows.storage,IStorageFolder,delete_async,0,delete_async_overload_default_options
winrt.windows.storage,IStorageFolder,get_files_async,0,get_files_async_overload_default_options_start_and_count
winrt.windows.storage,IStorageFolder,get_folders_async,0,get_folders_async_overload_default_options_start_and_count
winrt.windows.storage,IStorageFolder,get_items_async,0,get_items_async_overload_default_start_and_count
winrt.windows.storage,IStorageFolder,rename_async,1,rename_async_overload_default_options
winrt.windows.storage,IStorageItem,delete_async,0,delete_async_overload_default_options
winrt.windows.storage,IStorageItem,rename_async,1,rename_async_overload_default_options
winrt.windows.storage,IStorageItem2,delete_async,0,delete_async_overload_default_options
winrt.windows.storage,IStorageItem2,rename_async,1,rename_async_overload_default_options
winrt.windows.storage,IStorageItemProperties,get_thumbnail_async,1,get_thumbnail_async_overload_default_size_default_options
winrt.windows.storage,IStorageItemProperties,get_thumbnail_async,2,get_thumbnail_async_overload_default_options
winrt.windows.storage,IStorageItemProperties2,get_scaled_image_as_thumbnail_async,1,get_scaled_image_as_thumbnail_async_overload_default_size_default_options
winrt.windows.storage,IStorageItemProperties2,get_scaled_image_as_thumbnail_async,2,get_scaled_image_as_thumbnail_async_overload_default_options
winrt.windows.storage,IStorageItemProperties2,get_thumbnail_async,1,get_thumbnail_async_overload_default_size_default_options
winrt.windows.storage,IStorageItemProperties2,get_thumbnail_async,2,get_thumbnail_async_overload_default_options
winrt.windows.storage,IStorageItemPropertiesWithProvider,get_thumbnail_async,1,get_thumbnail_async_overload_default_size_default_options
winrt.windows.storage,IStorageItemPropertiesWithProvider,get_thumbnail_async,2,get_thumbnail_async_overload_default_options
winrt.windows.storage,PathIO,append_lines_async,3,append_lines_with_encoding_async
winrt.windows.storage,PathIO,append_text_async,3,append_text_with_encoding_async
winrt.windows.storage,PathIO,read_lines_async,2,read_lines_with_encoding_async
winrt.windows.storage,PathIO,read_text_async,2,read_text_with_encoding_async
winrt.windows.storage,PathIO,write_lines_async,3,write_lines_with_encoding_async
winrt.windows.storage,PathIO,write_text_async,3,write_text_with_encoding_async
winrt.windows.storage,StorageFile,copy_async,1,copy_overload_default_name_and_options
winrt.windows.storage,StorageFile,copy_async,2,copy_overload_default_options
winrt.windows.storage,StorageFile,copy_async,3,copy_overload
winrt.windows.storage,StorageFile,delete_async,0,delete_async_overload_default_options
winrt.windows.storage,StorageFile,get_scaled_image_as_thumbnail_async,1,get_scaled_image_as_thumbnail_async_overload_default_size_default_options
winrt.windows.storage,StorageFile,get_scaled_image_as_thumbnail_async,2,get_scaled_image_as_thumbnail_async_overload_default_options
winrt.windows.storage,StorageFile,get_thumbnail_async,1,get_thumbnail_async_overload_default_size_default_options
winrt.windows.storage,StorageFile,get_thumbnail_async,2,get_thumbnail_async_overload_default_options
winrt.windows.storage,StorageFile,move_async,1,move_overload_default_name_and_options
winrt.windows.storage,StorageFile,move_async,2,move_overload_default_options
winrt.windows.storage,StorageFile,move_async,3,move_overload
winrt.windows.storage,StorageFile,open_async,2,open_with_options_async
winrt.windows.storage,StorageFile,open_transacted_write_async,1,open_transacted_write_with_options_async
winrt.windows.storage,StorageFile,rename_async,1,rename_async_overload_default_options
winrt.windows.storage,StorageFolder,create_file_async,1,create_file_async_overload_default_options
winrt.windows.storage,StorageFolder,create_file_query,0,create_file_query_overload_default
winrt.windows.storage,StorageFolder,create_folder_async,1,create_folder_async_overload_default_options
winrt.windows.storage,StorageFolder,create_folder_query,0,create_folder_query_overload_default
winrt.windows.storage,StorageFolder,delete_async,0,delete_async_overload_default_options
winrt.windows.storage,StorageFolder,get_files_async,0,get_files_async_overload_default_options_start_and_count
winrt.windows.storage,StorageFolder,get_files_async,1,get_files_async_overload_default_start_and_count
winrt.windows.storage,StorageFolder,get_folders_async,0,get_folders_async_overload_default_options_start_and_count
winrt.windows.storage,StorageFolder,get_folders_async,1,get_folders_async_overload_default_start_and_count
winrt.windows.storage,StorageFolder,get_items_async,0,get_items_async_overload_default_start_and_count
winrt.windows.storage,StorageFolder,get_scaled_image_as_thumbnail_async,1,get_scaled_image_as_thumbnail_async_overload_default_size_default_options
winrt.windows.storage,StorageFolder,get_scaled_image_as_thumbnail_async,2,get_scaled_image_as_thumbnail_async_overload_default_options
winrt.windows.storage,StorageFolder,get_thumbnail_async,1,get_thumbnail_async_overload_default_size_default_options
winrt.windows.storage,StorageFolder,get_thumbnail_async,2,get_thumbnail_async_overload_default_options
winrt.windows.storage,StorageFolder,rename_async,1,rename_async_overload_default_options
winrt.windows.storage,StorageLibraryChangeTracker,enable,1,enable_with_options
winrt.windows.storage.accesscache,IStorageItemAccessList,add_or_replace,2,add_or_replace_overload_default_metadata
winrt.windows.storage.accesscache,IStorageItemAccessList,add,1,add_overload_default_metadata
winrt.windows.storage.accesscache,IStorageItemAccessList,get_file_async,2,get_file_with_options_async
winrt.windows.storage.accesscache,IStorageItemAccessList,get_folder_async,2,get_folder_with_options_async
winrt.windows.storage.accesscache,IStorageItemAccessList,get_item_async,2,get_item_with_options_async
winrt.windows.storage.accesscache,StorageItemAccessList,add_or_replace,2,add_or_replace_overload_default_metadata
winrt.windows.storage.accesscache,StorageItemAccessList,add,1,add_overload_default_metadata
winrt.windows.storage.accesscache,StorageItemAccessList,get_file_async,2,get_file_with_options_async
winrt.windows.storage.accesscache,StorageItemAccessList,get_folder_async,2,get_folder_with_options_async
winrt.windows.storage.accesscache,StorageItemAccessList,get_item_async,2,get_item_with_options_async
winrt.windows.storage.accesscache,StorageItemMostRecentlyUsedList,add_or_replace,2,add_or_replace_overload_default_metadata
winrt.windows.storage.accesscache,StorageItemMostRecentlyUsedList,add_or_replace,4,add_or_replace_with_metadata_and_visibility
winrt.windows.storage.accesscache,StorageItemMostRecentlyUsedList,add,1,add_overload_default_metadata
winrt.windows.storage.accesscache,StorageItemMostRecentlyUsedList,add,3,add_with_metadata_and_visibility
winrt.windows.storage.accesscache,StorageItemMostRecentlyUsedList,get_file_async,2,get_file_with_options_async
winrt.windows.storage.accesscache,StorageItemMostRecentlyUsedList,get_folder_async,2,get_folder_with_options_async
winrt.windows.storage.accesscache,StorageItemMostRecentlyUsedList,get_item_async,2,get_item_with_options_async
winrt.windows.storage.bulkaccess,FileInformation,copy_async,1,copy_overload_default_name_and_options
winrt.windows.storage.bulkaccess,FileInformation,copy_async,2,copy_overload_default_options
winrt.windows.storage.bulkaccess,FileInformation,copy_async,3,copy_overload
winrt.windows.storage.bulkaccess,FileInformation,delete_async,0,delete_async_overload_default_options
winrt.windows.storage.bulkaccess,FileInformation,get_thumbnail_async,1,get_thumbnail_async_overload_default_size_default_options
winrt.windows.storage.bulkaccess,FileInformation,get_thumbnail_async,2,get_thumbnail_async_overload_default_options
winrt.windows.storage.bulkaccess,FileInformation,move_async,1,move_overload_default_name_and_options
winrt.windows.storage.bulkaccess,FileInformation,move_async,2,move_overload_default_options
winrt.windows.storage.bulkaccess,FileInformation,move_async,3,move_overload
winrt.windows.storage.bulkaccess,FileInformation,open_async,2,open_with_options_async
winrt.windows.storage.bulkaccess,FileInformation,open_transacted_write_async,1,open_transacted_write_with_options_async
winrt.windows.storage.bulkaccess,FileInformation,rename_async,1,rename_async_overload_default_options
winrt.windows.storage.bulkaccess,FileInformationFactory,get_files_async,0,get_files_async_default_start_and_count
winrt.windows.storage.bulkaccess,FileInformationFactory,get_folders_async,0,get_folders_async_default_start_and_count
winrt.windows.storage.bulkaccess,FileInformationFactory,get_items_async,0,get_items_async_default_start_and_count
winrt.windows.storage.bulkaccess,FolderInformation,create_file_async,1,create_file_async_overload_default_options
winrt.windows.storage.bulkaccess,FolderInformation,create_file_query,0,create_file_query_overload_default
winrt.windows.storage.bulkaccess,FolderInformation,create_folder_async,1,create_folder_async_overload_default_options
winrt.windows.storage.bulkaccess,FolderInformation,create_folder_query,0,create_folder_query_overload_default
winrt.windows.storage.bulkaccess,FolderInformation,delete_async,0,delete_async_overload_default_options
winrt.windows.storage.bulkaccess,FolderInformation,get_files_async,0,get_files_async_overload_default_options_start_and_count
winrt.windows.storage.bulkaccess,FolderInformation,get_files_async,1,get_files_async_overload_default_start_and_count
winrt.windows.storage.bulkaccess,FolderInformation,get_folders_async,0,get_folders_async_overload_default_options_start_and_count
winrt.windows.storage.bulkaccess,FolderInformation,get_folders_async,1,get_folders_async_overload_default_start_and_count
winrt.windows.storage.bulkaccess,FolderInformation,get_items_async,0,get_items_async_overload_default_start_and_count
winrt.windows.storage.bulkaccess,FolderInformation,get_thumbnail_async,1,get_thumbnail_async_overload_default_size_default_options
winrt.windows.storage.bulkaccess,FolderInformation,get_thumbnail_async,2,get_thumbnail_async_overload_default_options
winrt.windows.storage.bulkaccess,FolderInformation,rename_async,1,rename_async_overload_default_options
winrt.windows.storage.fileproperties,BasicProperties,save_properties_async,0,save_properties_async_overload_default
winrt.windows.storage.fileproperties,DocumentProperties,save_properties_async,0,save_properties_async_overload_default
winrt.windows.storage.fileproperties,ImageProperties,save_properties_async,0,save_properties_async_overload_default
winrt.windows.storage.fileproperties,IStorageItemExtraProperties,save_properties_async,0,save_properties_async_overload_default
winrt.windows.storage.fileproperties,MusicProperties,save_properties_async,0,save_properties_async_overload_default
winrt.windows.storage.fileproperties,StorageItemContentProperties,save_properties_async,0,save_properties_async_overload_default
winrt.windows.storage.fileproperties,VideoProperties,save_properties_async,0,save_properties_async_overload_default
winrt.windows.storage.provider,IStorageProviderStatusUISource,get_status_u_i,0,get_status_ui
winrt.windows.storage.provider,IStorageProviderStatusUISourceFactory,get_status_u_i_source,1,get_status_ui_source
winrt.windows.storage.search,ContentIndexer,create_query,3,create_query_with_sort_order
winrt.windows.storage.search,ContentIndexer,create_query,4,create_query_with_sort_order_and_language
winrt.windows.storage.search,ContentIndexer,get_indexer,1,get_indexer_with_name
winrt.windows.storage.search,ContentIndexerQuery,get_async,2,get_range_async
winrt.windows.storage.search,ContentIndexerQuery,get_properties_async,2,get_properties_range_async
winrt.windows.storage.search,IStorageFolderQueryOperations,create_file_query,0,create_file_query_overload_default
winrt.windows.storage.search,IStorageFolderQueryOperations,create_folder_query,0,create_folder_query_overload_default
winrt.windows.storage.search,IStorageFolderQueryOperations,get_files_async,1,get_files_async_overload_default_start_and_count
winrt.windows.storage.search,IStorageFolderQueryOperations,get_folders_async,1,get_folders_async_overload_default_start_and_count
winrt.windows.storage.search,StorageFileQueryResult,get_files_async,0,get_files_async_default_start_and_count
winrt.windows.storage.search,StorageFolderQueryResult,get_folders_async,0,get_folders_async_default_start_and_count
winrt.windows.storage.search,StorageItemQueryResult,get_items_async,0,get_items_async_default_start_and_count
winrt.windows.storage.streams,Buffer,create_memory_buffer_over_i_buffer,1,create_memory_buffer_over_ibuffer
winrt.windows.storage.streams,DataWriter,write_buffer,3,write_buffer_range
winrt.windows.storage.streams,FileRandomAccessStream,open_async,4,open_with_options_async
winrt.windows.storage.streams,FileRandomAccessStream,open_for_user_async,5,open_for_user_with_options_async
winrt.windows.storage.streams,FileRandomAccessStream,open_transacted_write_async,3,open_transacted_write_with_options_async
winrt.windows.storage.streams,FileRandomAccessStream,open_transacted_write_for_user_async,4,open_transacted_write_for_user_with_options_async
winrt.windows.storage.streams,IDataWriter,write_buffer,3,write_buffer_range
winrt.windows.storage.streams,RandomAccessStream,copy_async,3,copy_size_async
winrt.windows.system,AppDiagnosticInfo,request_info_for_app_async,1,request_info_for_app_user_model_id
winrt.windows.system,DispatcherQueue,try_enqueue,2,try_enqueue_with_priority
winrt.windows.system,Launcher,find_uri_scheme_handlers_async,2,find_uri_scheme_handlers_with_launch_uri_type_async
winrt.windows.system,Launcher,launch_file_async,2,launch_file_with_options_async
winrt.windows.system,Launcher,launch_folder_async,2,launch_folder_with_options_async
winrt.windows.system,Launcher,launch_folder_path_async,2,launch_folder_path_with_options_async
winrt.windows.system,Launcher,launch_folder_path_for_user_async,3,launch_folder_path_with_options_for_user_async
winrt.windows.system,Launcher,launch_uri_async,2,launch_uri_with_options_async
winrt.windows.system,Launcher,launch_uri_async,3,launch_uri_with_data_async
winrt.windows.system,Launcher,launch_uri_for_results_async,3,launch_uri_for_results_with_data_async
winrt.windows.system,Launcher,launch_uri_for_results_for_user_async,4,launch_uri_for_results_with_data_for_user_async
winrt.windows.system,Launcher,launch_uri_for_user_async,3,launch_uri_with_options_for_user_async
winrt.windows.system,Launcher,launch_uri_for_user_async,4,launch_uri_with_data_for_user_async
winrt.windows.system,Launcher,query_app_uri_support_async,2,query_app_uri_support_with_package_family_name_async
winrt.windows.system,Launcher,query_file_support_async,2,query_file_support_with_package_family_name_async
winrt.windows.system,Launcher,query_uri_support_async,3,query_uri_support_with_package_family_name_async
winrt.windows.system,ProcessLauncher,run_to_completion_async,3,run_to_completion_async_with_options
winrt.windows.system,RemoteLauncher,launch_uri_async,3,launch_uri_with_options_async
winrt.windows.system,RemoteLauncher,launch_uri_async,4,launch_uri_with_data_async
winrt.windows.system,ShutdownManager,enter_power_state,2,enter_power_state_with_time_span
winrt.windows.system,User,find_all_async,1,find_all_async_by_type
winrt.windows.system,User,find_all_async,2,find_all_async_by_type_and_status
winrt.windows.system.diagnostics.deviceportal,DevicePortalConnection,get_server_message_web_socket_for_request,3,get_server_message_web_socket_for_request2
winrt.windows.system.diagnostics.deviceportal,DevicePortalConnection,get_server_message_web_socket_for_request,6,get_server_message_web_socket_for_request3
winrt.windows.system.diagnostics.deviceportal,DevicePortalConnection,get_server_stream_web_socket_for_request,4,get_server_stream_web_socket_for_request2
winrt.windows.system.diagnostics.telemetry,PlatformTelemetryClient,register,2,register_with_settings
winrt.windows.system.remotesystems,RemoteSystem,create_watcher_for_user,2,create_watcher_with_filters_for_user
winrt.windows.system.remotesystems,RemoteSystem,create_watcher,1,create_watcher_with_filters
winrt.windows.system.threading,ThreadPool,run_async,2,run_with_priority_async
winrt.windows.system.threading,ThreadPool,run_async,3,run_with_priority_and_options_async
winrt.windows.system.threading,ThreadPoolTimer,create_periodic_timer,3,create_periodic_timer_with_completion
winrt.windows.system.threading,ThreadPoolTimer,create_timer,3,create_timer_with_completion
winrt.windows.system.threading.core,SignalNotifier,attach_to_event,3,attach_to_event_with_timeout
winrt.windows.system.threading.core,SignalNotifier,attach_to_semaphore,3,attach_to_semaphore_with_timeout
winrt.windows.ui.composition,ColorKeyFrameAnimation,insert_key_frame,3,insert_key_frame_with_easing_function
winrt.windows.ui.composition,CompositionDrawingSurface,scroll_with_clip,3,scroll_rect_with_clip
winrt.windows.ui.composition,CompositionDrawingSurface,scroll,2,scroll_rect
winrt.windows.ui.composition,CompositionEasingFunction,create_step_easing_function,2,create_step_easing_function_with_step_count
winrt.windows.ui.composition,CompositionNineGridBrush,set_inset_scales,4,set_inset_scales_with_values
winrt.windows.ui.composition,CompositionNineGridBrush,set_insets,4,set_insets_with_values
winrt.windows.ui.composition,CompositionObject,start_animation_group_with_i_animation_object,2,start_animation_group_with_ianimation_object
winrt.windows.ui.composition,CompositionObject,start_animation_with_i_animation_object,3,start_animation_with_ianimation_object
winrt.windows.ui.composition,CompositionObject,start_animation,3,start_animation_with_controller
winrt.windows.ui.composition,Compositor,create_color_brush,1,create_color_brush_with_color
winrt.windows.ui.composition,Compositor,create_color_gradient_stop,2,create_color_gradient_stop_with_offset_and_color
winrt.windows.ui.composition,Compositor,create_effect_factory,2,create_effect_factory_with_properties
winrt.windows.ui.composition,Compositor,create_expression_animation,1,create_expression_animation_with_expression
winrt.windows.ui.composition,Compositor,create_geometric_clip,1,create_geometric_clip_with_geometry
winrt.windows.ui.composition,Compositor,create_inset_clip,4,create_inset_clip_with_insets
winrt.windows.ui.composition,Compositor,create_path_geometry,1,create_path_geometry_with_path
winrt.windows.ui.composition,Compositor,create_rectangle_clip,4,create_rectangle_clip_with_sides
winrt.windows.ui.composition,Compositor,create_rectangle_clip,8,create_rectangle_clip_with_sides_and_radius
winrt.windows.ui.composition,Compositor,create_redirect_visual,1,create_redirect_visual_with_source_visual
winrt.windows.ui.composition,Compositor,create_sprite_shape,1,create_sprite_shape_with_geometry
winrt.windows.ui.composition,Compositor,create_step_easing_function,1,create_step_easing_function_with_step_count
winrt.windows.ui.composition,Compositor,create_surface_brush,1,create_surface_brush_with_surface
winrt.windows.ui.composition,KeyFrameAnimation,insert_expression_key_frame,3,insert_expression_key_frame_with_easing_function
winrt.windows.ui.composition,PathKeyFrameAnimation,insert_key_frame,3,insert_key_frame_with_easing_function
winrt.windows.ui.composition,QuaternionKeyFrameAnimation,insert_key_frame,3,insert_key_frame_with_easing_function
winrt.windows.ui.composition,ScalarKeyFrameAnimation,insert_key_frame,3,insert_key_frame_with_easing_function
winrt.windows.ui.composition,Vector2KeyFrameAnimation,insert_key_frame,3,insert_key_frame_with_easing_function
winrt.windows.ui.composition,Vector3KeyFrameAnimation,insert_key_frame,3,insert_key_frame_with_easing_function
winrt.windows.ui.composition,Vector4KeyFrameAnimation,insert_key_frame,3,insert_key_frame_with_easing_function
winrt.windows.ui.composition.interactions,InteractionTracker,try_update_position_by,2,try_update_position_by_with_option
winrt.windows.ui.composition.interactions,InteractionTracker,try_update_position,2,try_update_position_with_option
winrt.windows.ui.composition.interactions,InteractionTracker,try_update_position,3,try_update_position_with_option
winrt.windows.ui.composition.interactions,VisualInteractionSource,create_from_i_visual_element,1,create_from_ivisual_element
winrt.windows.ui.core,CoreDispatcher,should_yield,1,should_yield_to_priority
winrt.windows.ui.core,CoreIndependentInputSourceController,create_for_i_visual_element,1,create_for_ivisual_element
winrt.windows.ui.core,CoreIndependentInputSourceController,set_controlled_input,3,set_controlled_input_with_filters
